1.4	126
2.4	152
25.9	61
30.8	185
38.2	47
32.8	143
25.9	199
13.8	8
14.4	102
45.1	189
24.0	37
33.3	199
0.9	61
25.2	93
14.8	86
46.5	3
47.8	110
13.8	170
16.2	24
0.6	116
8.6	52
16.0	145
36.4	63
6.5	134
1.4	33
33.6	142
45.7	29
32.3	145
7.9	26
35.7	9
37.9	167
45.5	114
29.0	33
24.2	139
3.2	63
22.1	100
28.2	15
29.4	65
45.3	66
42.7	174
11.5	163
30.9	198
37.9	186
1.4	42
16.9	136
14.7	153
24.8	95
40.0	5
12.7	62
18.3	39
31.2	63
3.4	117
35.5	75
15.0	154
44.0	66
9.6	163
49.6	140
5.0	115
21.4	160
27.4	43
15.7	83
2.2	88
0.7	125
49.1	177
31.2	26
42.8	67
22.1	0
9.7	151
4.8	4
14.4	150
46.6	72
19.6	38
34.3	157
29.3	19
5.4	136
17.5	65
45.2	122
7.0	5
48.9	114
25.6	64
42.4	138
16.6	131
26.3	115
40.4	144
26.1	54
31.3	131
44.2	94
37.2	197
20.6	70
35.6	64
29.5	25
18.2	19
32.5	171
33.0	64
47.6	90
8.8	146
46.7	199
30.7	38
17.3	180
0.9	143
7.2	85
28.5	68
48.1	14
11.5	60
5.8	174
5.2	72
46.5	103
32.6	84
46.0	126
10.3	42
13.5	60
23.3	57
10.4	15
6.0	23
4.0	74
45.2	171
27.3	38
28.9	77
33.8	23
36.7	100
45.6	96
24.3	85
39.3	69
4.5	37
3.8	161
1.5	134
44.0	146
42.5	171
36.5	142
14.3	194
24.0	42
49.9	90
4.8	41
34.8	141
21.1	68
41.9	143
32.6	77
38.7	149
13.1	193
19.8	49
26.2	44
37.4	20
29.6	147
34.7	106
23.1	155
32.4	56
17.2	67
28.5	170
45.9	38
41.5	155
45.7	121
12.9	68
12.0	175
14.5	22
29.6	82
39.4	18
1.6	177
8.0	14
26.9	111
27.2	51
9.9	18
9.6	41
5.2	68
49.0	33
4.5	82
22.7	160
29.9	175
43.5	42
24.1	165
29.9	71
27.8	147
8.2	89
2.6	35
39.0	39
21.8	27
6.9	20
21.2	140
29.2	170
44.1	91
14.6	3
11.1	197
32.8	37
9.3	179
24.0	4
24.7	136
12.1	69
30.4	97
26.2	73
34.9	164
29.6	53
34.7	119
31.5	51
48.1	136
43.9	161
22.4	150
0.8	12
14.7	95
19.2	107
36.8	9
45.8	190
6.6	194
4.0	45
13.5	178
6.0	184
32.2	88
33.7	103
10.8	109
8.2	4
21.2	166
30.3	60
13.7	31
35.3	21
17.7	165
39.1	63
2.9	41
19.0	96
14.8	34
28.6	150
9.3	139
49.2	131
42.9	103
3.7	186
8.0	164
24.7	58
6.2	55
34.1	24
34.3	115
32.9	22
