0.235642	0.390000
0.490408	0.568000
0.309592	0.234000
0.389739	0.440000
0.804439	0.908000
0.771917	0.752000
0.337760	0.406000
0.328781	0.356000
0.385366	0.416000
0.130606	0.126000
0.282052	0.418000
0.473624	0.336000
0.230138	0.326000
0.418984	0.500000
0.353596	0.434000
0.196012	0.260000
0.288490	0.428000
0.117334	0.216000
0.317098	0.370000
0.263598	0.378000
0.297435	0.276000
0.277493	0.366000
0.365007	0.458000
0.288346	0.440000
0.368301	0.434000
0.049648	0.140000
0.172995	0.194000
0.342375	0.420000
0.490071	0.532000
0.345978	0.424000
0.607606	0.570000
0.218442	0.252000
0.330093	0.528000
0.257490	0.282000
0.370407	0.434000
0.194173	0.226000
0.614093	0.730000
0.434303	0.500000
0.154715	0.288000
0.403990	0.484000
0.395989	0.448000
0.271003	0.322000
0.453474	0.492000
0.588004	0.644000
0.901605	1.000000
0.510762	0.650000
0.299682	0.412000
0.282528	0.284000
0.492087	0.660000
0.769840	1.000000
0.410221	0.446000
0.343593	0.390000
0.164861	0.278000
0.402560	0.496000
0.445782	0.484000
0.249538	0.286000
0.209410	0.370000
0.257600	0.350000
0.228803	0.312000
0.886643	1.000000
0.234584	0.344000
0.262259	0.262000
0.222457	0.266000
0.293275	0.418000
0.396084	0.452000
0.295209	0.408000
0.461942	0.472000
0.205312	0.270000
0.566399	0.630000
0.704219	0.846000
0.354470	0.412000
0.445665	0.470000
0.585806	0.632000
0.646895	1.000000
0.426697	0.448000
0.400500	0.414000
0.261214	0.288000
0.211420	0.312000
0.258003	0.382000
0.302742	0.290000
0.255984	0.272000
0.320206	0.406000
0.362550	0.438000
0.503078	0.580000
0.437434	0.440000
0.323385	0.394000
0.399138	0.476000
0.400911	0.558000
0.668979	0.862000
0.251083	0.314000
0.343746	0.416000
0.321557	0.436000
0.350378	0.430000
0.363841	0.454000
0.400195	0.444000
0.480011	0.486000
0.209218	0.242000
0.396250	0.432000
0.279153	0.386000
0.423214	0.574000
0.190726	0.218000
0.233491	0.262000
0.212264	0.266000
0.410905	0.466000
0.351061	0.404000
0.694338	0.920000
