0.003183	0	0.371334	0	0.213992	0.354666	0.071061	0.223508	0.130435	0.171756	0.638298	0.76766	0.474
0.001062	0	0.350073	0	0.333333	0.60433	0.810505	0.140758	0.217391	0.467557	0.553191	0.232616	0.456
0.001127	0.8	0.053152	0	0.057613	0.455068	0.170958	0.859888	0.130435	0.280534	1	0.10596	0.412
0.002261	0	1	0	0.460905	0.293543	0.979403	0.063018	0.130435	1	0.797872	0.771247	0.162
0.162212	0	0.646628	0	0.436214	0.630581	1	0.030545	1	0.914122	0.808511	0.498068	0.55
0.000091	0.6	0.090543	0	0.032922	0.583062	0.163749	0.462858	0	0.148855	0.319149	0.073124	0.582
0.004076	0.22	0.197947	0	0.09465	0.900172	0.056643	0.707208	0.26087	0.272901	0.691489	0.049945	0.856
0.14689	0	0.646628	0	0.401235	0.41234	0.554068	0.154053	1	0.914122	0.808511	0.359547	0.402
0.11195	0	0.646628	0	0.730453	0.560261	1	0.077185	1	0.914122	0.808511	0.472406	0.308
0.001528	0	0.350073	0	0.333333	0.515999	0.837281	0.102474	0.217391	0.467557	0.553191	0.240618	0.37
0.006561	0	0.785557	0	0.49177	0.538609	0.978373	0.108922	0.130435	0.477099	0.914894	0.259106	0.46
0.000559	0	0.073314	0	0.211934	0.818164	0.522142	0.188198	0.086957	0.01145	0.553191	0.075055	1
0.002761	0	0.371334	0	0.213992	0.425752	0.718847	0.293292	0.130435	0.171756	0.638298	0.450607	0.45
0.000705	0	0.06305	0	0.150206	0.687105	0.528321	0.448545	0.086957	0.066794	0.648936	0.099338	0.724
0.002085	0	0.253666	0	0.222222	0.549914	0.121524	0.389773	0.173913	0.19084	0.744681	0.092439	0.492
0.003636	0	0.785557	0	0.49177	0.433225	0.952626	0.12188	0.130435	0.477099	0.914894	0.366998	0.368
0.003763	0	0.253666	0	0.222222	0.546848	0.38311	0.326592	0.173913	0.19084	0.744681	0.121137	0.5
0.125369	0	0.646628	0	0.730453	0.587852	0.944387	0.090489	1	0.914122	0.808511	0.594371	0.268
0.00015	0.8	0.047654	0	0	0.511401	0.294542	0.723804	0	0.103053	0.595745	0.309051	0.402
0.10686	0	0.646628	0	0.674897	0.606821	0.939238	0.124262	1	0.914122	0.808511	0.468543	0.288
0.048808	0	0.646628	0	0.401235	0.499329	0.835221	0.173122	1	0.914122	0.808511	0.401766	0.398
0.000703	0	0.073314	0	0.211934	0.494922	0.610711	0.133519	0.086957	0.01145	0.553191	0.213024	0.724
0.001053	0.34	0.206378	0	0.098765	0.65549	0.15242	0.396666	0.26087	0.270992	0.37234	0.086369	0.662
0.00087	0.45	0.109238	0	0.106996	0.694386	0.370752	0.312552	0.173913	0.402672	0.276596	0.100993	0.698
0.000622	0	0.144062	0	0.117284	0.447787	0.508754	0.625995	0.086957	0.314885	0.659574	0.301876	0.344
0.012639	0	0.281525	0	0.314815	0.41234	0.939238	0.282207	0.130435	0.229008	0.893617	0.575883	0.254
0.037257	0	0.70088	1	1	0.352941	1	0.017459	0.173913	0.412214	0.223404	0.692329	0.268
0.002335	0.22	0.197947	0	0.09465	0.551255	0.061792	0.569897	0.26087	0.272901	0.691489	0.051325	0.496
0.15009	0	0.646628	0	0.633745	0.445679	0.945417	0.059335	1	0.914122	0.808511	0.403422	0.254
0.21136	0	0.646628	0	0.436214	0.204445	1	0.038584	1	0.914122	0.808511	0.900662	0.358
0.02054	0	0.70088	1	0.452675	0.812608	0.981462	0.082851	0.173913	0.412214	0.223404	0.005243	1
0.002617	0	0.338343	0	0.411523	0.470971	0.642636	0.116351	0.217391	0.389313	0.702128	0.308775	0.424
0.000489	0.21	0.189883	0	0.111111	0.466948	0.190525	0.516973	0.130435	0.10687	0.446809	0.184879	0.468
0.000498	0	0.147727	0	0.131687	0.541866	0.46447	0.331894	0.086957	0.114504	0.62766	0.217715	0.478
0.012591	0	0.70088	1	1	0.278023	0.876416	0.043703	0.173913	0.412214	0.223404	0.2867	0.306
0.058396	0	0.646628	1	0.792181	0.491665	0.829042	0.144868	1	0.914122	0.808511	0.26904	0.454
0.002125	0	0.379399	0	0.057613	0.514275	0.033986	0.378079	0.130435	0.225191	0.702128	0.16032	0.468
0.000547	0	0.173387	0	0.26749	0.464457	0.437693	0.334876	0.173913	0.070611	0.808511	0.221026	0.38
0.00118	0	1	0	0.460905	0.464074	0.830072	0.089143	0.130435	1	0.797872	0.32064	0.402
0.000301	0	0.173387	0	0.26749	0.478636	0.354274	0.334876	0.173913	0.070611	0.808511	0.187086	0.412
0.001514	0	0.493402	0	0.106996	0.427093	0.567456	0.471988	0.130435	0.194656	0.361702	0.389349	0.406
0.003199	0	0.785557	0	0.49177	0.500671	0.934089	0.043858	0.130435	0.477099	0.914894	0.618929	0.28
0.000364	0.525	0.178152	0	0.041152	0.507377	0.292482	0.562668	0.217391	0.20229	0.425532	0.149283	0.464
0.001813	0	0.253666	0	0.222222	0.548956	0.508754	0.31016	0.173913	0.19084	0.744681	0.150938	0.476
0.000549	0.33	0.06305	0	0.179012	0.704158	0.393409	0.26302	0.26087	0.066794	0.617021	0.143488	0.722
0.003473	0	0.210411	0	0.244856	0.901514	0.776519	0.160482	0.304348	0.229008	0.510638	0.066501	0.896
0.000858	0	0.493402	0	0.106996	0.491665	0.159629	0.397667	0.130435	0.194656	0.361702	0.189018	0.478
0.041439	0	0.646628	0	0.674897	0.539375	0.880536	0.130719	1	0.914122	0.808511	0.356512	0.354
0.000075	0.35	0.038856	0	0.117284	0.705116	0.477858	0.53727	0	0.185115	0.308511	0.103753	0.654
0.001382	0	0.493402	0	0.106996	0.597241	0.290422	0.439287	0.130435	0.194656	0.361702	0.125276	0.572
0.000307	0.75	0.091276	0	0.088477	0.663537	0.132853	0.388428	0.086957	0.124046	0.606383	0.006898	0.698
0.000483	0.33	0.06305	0	0.179012	0.630006	0.69413	0.186698	0.26087	0.066794	0.617021	0.160044	0.564
0.091553	0	0.646628	0	0.648148	0.35045	0.988671	0.054424	1	0.914122	0.808511	0.527594	0.23
0.026129	0	0.70088	0	1	0.311362	0.936148	0.036374	0.173913	0.412214	0.223404	0.73372	0.356
0.00172	0	0.236437	0	0.12963	0.50776	0.037075	0.417509	0.086957	0.087786	0.56383	0.157561	0.494
0.075435	0	0.646628	0	0.674897	0.610845	0.92379	0.108576	1	0.914122	0.808511	0.433499	0.268
0.000416	0.21	0.189883	0	0.111111	0.489366	0.61895	0.516973	0.130435	0.10687	0.446809	0.212472	0.41
0.000121	0.9	0.057185	0	0.05144	0.606821	0.341916	1	0.173913	0	0.468085	0.076435	0.602
0.156312	0	0.646628	0	0.674897	0.507185	0.948507	0.099355	1	0.914122	0.808511	0.370861	0.234
0.174996	0	0.646628	0	0.401235	0.453152	0.701339	0.161755	1	0.914122	0.808511	0.452539	0.382
0.003876	0	0.253666	0	0.222222	0.475187	0.484037	0.326592	0.173913	0.19084	0.744681	0.164735	0.408
0.000272	0.55	0.121701	0	0.203704	0.634796	0.259526	0.485209	0.173913	0.349237	0.531915	0.07947	0.624
0.009834	0	0.785557	0	0.49177	0.397777	0.945417	0.077322	0.130435	0.477099	0.914894	0.458333	0.286
0.073423	0	0.646628	1	0.506173	0.662004	0.974253	0.00662	1	0.914122	0.808511	0.03394	1
0.001214	0	0.296921	0	0.277778	0.616976	0.704428	0.156999	0.173913	0.375954	0.882979	0.163907	0.53
0.000098	0.9	0.027493	1	0.032922	0.835792	0.225541	0.432431	0	0.020992	0.106383	0.039459	1
0.001202	0.3	0.163856	0	0.088477	0.639203	0.529351	0.473452	0.217391	0.215649	0.425532	0.26628	0.54
0.000323	0.95	0.081378	0	0.063992	0.82238	0.312049	0.362684	0.130435	0.070611	0.223404	0.057395	0.97
0.001361	0	0.236437	0	0.12963	0.614869	0	0.417509	0.086957	0.087786	0.56383	0.085817	0.532
0.002399	0	0.236437	0	0.12963	0.391071	0.608651	0.450863	0.086957	0.087786	0.56383	0.399283	0.388
0.072359	0	0.646628	0	0.409465	0.548764	0.740474	0.097373	1	0.914122	0.808511	0.284216	0.322
0.00731	0.2	0.128666	0	0.539095	0.628664	1	0.080123	0.173913	0.146947	0.042553	0.14266	0.602
0.000921	0.125	0.271628	0	0.286008	0.46963	0.656025	0.402923	0.173913	0.236641	0.276596	0.295254	0.458
0.000345	0.2	0.105205	0	0.119136	0.652807	0.353244	0.374205	0.173913	0.055344	0.244681	0.078918	0.708
0.008087	0	0.281525	0	0.314815	0.415022	0.685891	0.242514	0.130435	0.229008	0.893617	0.263521	0.364
0.010901	0	0.785557	0	0.49177	0.42077	0.983522	0.110613	0.130435	0.477099	0.914894	0.429912	0.312
