ベクトルxの内容は次のとおりです。
 1.00	
 1.50	
 2.00	
 3.00	
 5.00	

ベクトルyの内容は次のとおりです。
 2.40	
 4.00	
 6.20	
 9.50	
17.10	

スプライン補間係数は次のとおりです。
2.400000 	 2.831538 	 0.000000 	 1.473846
4.000000 	 3.936923 	 2.210769 	 -2.569231
6.200000 	 4.220769 	 -1.643077 	 0.722308
9.500000 	 3.101538 	 0.523846 	 -0.087308

1.000000 	 2.400000
1.010000 	 2.428317
1.020000 	 2.456643
1.030000 	 2.484986
1.040000 	 2.513356
1.050000 	 2.541761
1.060000 	 2.570211
1.070000 	 2.598713
1.080000 	 2.627278
1.090000 	 2.655913
1.100000 	 2.684628
1.110000 	 2.713431
1.120000 	 2.742331
1.130000 	 2.771338
1.140000 	 2.800460
1.150000 	 2.829705
1.160000 	 2.859083
1.170000 	 2.888603
1.180000 	 2.918272
1.190000 	 2.948101
1.200000 	 2.978098
1.210000 	 3.008272
1.220000 	 3.038632
1.230000 	 3.069186
1.240000 	 3.099944
1.250000 	 3.130913
1.260000 	 3.162104
1.270000 	 3.193525
1.280000 	 3.225185
1.290000 	 3.257092
1.300000 	 3.289255
1.310000 	 3.321684
1.320000 	 3.354387
1.330000 	 3.387373
1.340000 	 3.420651
1.350000 	 3.454230
1.360000 	 3.488118
1.370000 	 3.522324
1.380000 	 3.556858
1.390000 	 3.591727
1.400000 	 3.626942
1.410000 	 3.662510
1.420000 	 3.698440
1.430000 	 3.734743
1.440000 	 3.771425
1.450000 	 3.808497
1.460000 	 3.845966
1.470000 	 3.883842
1.480000 	 3.922134
1.490000 	 3.960850
1.500000 	 4.000000
1.510000 	 4.039588
1.520000 	 4.079602
1.530000 	 4.120028
1.540000 	 4.160850
1.550000 	 4.202052
1.560000 	 4.243619
1.570000 	 4.285536
1.580000 	 4.327787
1.590000 	 4.370357
1.600000 	 4.413231
1.610000 	 4.456392
1.620000 	 4.499826
1.630000 	 4.543517
1.640000 	 4.587450
1.650000 	 4.631610
1.660000 	 4.675980
1.670000 	 4.720546
1.680000 	 4.765291
1.690000 	 4.810202
1.700000 	 4.855262
1.710000 	 4.900455
1.720000 	 4.945767
1.730000 	 4.991182
1.740000 	 5.036685
1.750000 	 5.082260
1.760000 	 5.127891
1.770000 	 5.173564
1.780000 	 5.219263
1.790000 	 5.264972
1.800000 	 5.310677
1.810000 	 5.356361
1.820000 	 5.402010
1.830000 	 5.447607
1.840000 	 5.493138
1.850000 	 5.538587
1.860000 	 5.583938
1.870000 	 5.629177
1.880000 	 5.674287
1.890000 	 5.719254
1.900000 	 5.764062
1.910000 	 5.808695
1.920000 	 5.853138
1.930000 	 5.897376
1.940000 	 5.941394
1.950000 	 5.985175
1.960000 	 6.028705
1.970000 	 6.071968
1.980000 	 6.114948
1.990000 	 6.157631
2.000000 	 6.200000
2.010000 	 6.242044
2.020000 	 6.283764
2.030000 	 6.325164
2.040000 	 6.366248
2.050000 	 6.407021
2.060000 	 6.447487
2.070000 	 6.487651
2.080000 	 6.527516
2.090000 	 6.567087
2.100000 	 6.606368
2.110000 	 6.645365
2.120000 	 6.684080
2.130000 	 6.722519
2.140000 	 6.760685
2.150000 	 6.798584
2.160000 	 6.836219
2.170000 	 6.873595
2.180000 	 6.910715
2.190000 	 6.947585
2.200000 	 6.984209
2.210000 	 7.020591
2.220000 	 7.056735
2.230000 	 7.092646
2.240000 	 7.128329
2.250000 	 7.163786
2.260000 	 7.199023
2.270000 	 7.234045
2.280000 	 7.268854
2.290000 	 7.303457
2.300000 	 7.337856
2.310000 	 7.372057
2.320000 	 7.406064
2.330000 	 7.439880
2.340000 	 7.473511
2.350000 	 7.506961
2.360000 	 7.540234
2.370000 	 7.573334
2.380000 	 7.606266
2.390000 	 7.639035
2.400000 	 7.671643
2.410000 	 7.704096
2.420000 	 7.736399
2.430000 	 7.768554
2.440000 	 7.800568
2.450000 	 7.832443
2.460000 	 7.864185
2.470000 	 7.895798
2.480000 	 7.927286
2.490000 	 7.958653
2.500000 	 7.989904
2.510000 	 8.021043
2.520000 	 8.052074
2.530000 	 8.083002
2.540000 	 8.113832
2.550000 	 8.144566
2.560000 	 8.175211
2.570000 	 8.205769
2.580000 	 8.236246
2.590000 	 8.266646
2.600000 	 8.296972
2.610000 	 8.327230
2.620000 	 8.357424
2.630000 	 8.387558
2.640000 	 8.417637
2.650000 	 8.447664
2.660000 	 8.477644
2.670000 	 8.507582
2.680000 	 8.537481
2.690000 	 8.567346
2.700000 	 8.597182
2.710000 	 8.626993
2.720000 	 8.656783
2.730000 	 8.686556
2.740000 	 8.716317
2.750000 	 8.746070
2.760000 	 8.775819
2.770000 	 8.805569
2.780000 	 8.835325
2.790000 	 8.865089
2.800000 	 8.894868
2.810000 	 8.924664
2.820000 	 8.954483
2.830000 	 8.984329
2.840000 	 9.014206
2.850000 	 9.044118
2.860000 	 9.074070
2.870000 	 9.104066
2.880000 	 9.134111
2.890000 	 9.164208
2.900000 	 9.194362
2.910000 	 9.224578
2.920000 	 9.254860
2.930000 	 9.285211
2.940000 	 9.315638
2.950000 	 9.346142
2.960000 	 9.376730
2.970000 	 9.407406
2.980000 	 9.438173
2.990000 	 9.469036
3.000000 	 9.500000
3.010000 	 9.531068
3.020000 	 9.562240
3.030000 	 9.593515
3.040000 	 9.624894
3.050000 	 9.656376
3.060000 	 9.687959
3.070000 	 9.719645
3.080000 	 9.751431
3.090000 	 9.783318
3.100000 	 9.815305
3.110000 	 9.847392
3.120000 	 9.879577
3.130000 	 9.911861
3.140000 	 9.944243
3.150000 	 9.976723
3.160000 	 10.009299
3.170000 	 10.041972
3.180000 	 10.074740
3.190000 	 10.107604
3.200000 	 10.140563
3.210000 	 10.173616
3.220000 	 10.206763
3.230000 	 10.240003
3.240000 	 10.273336
3.250000 	 10.306761
3.260000 	 10.340277
3.270000 	 10.373885
3.280000 	 10.407584
3.290000 	 10.441372
3.300000 	 10.475250
3.310000 	 10.509218
3.320000 	 10.543273
3.330000 	 10.577417
3.340000 	 10.611648
3.350000 	 10.645966
3.360000 	 10.680371
3.370000 	 10.714861
3.380000 	 10.749437
3.390000 	 10.784098
3.400000 	 10.818843
3.410000 	 10.853672
3.420000 	 10.888584
3.430000 	 10.923579
3.440000 	 10.958656
3.450000 	 10.993815
3.460000 	 11.029055
3.470000 	 11.064376
3.480000 	 11.099777
3.490000 	 11.135258
3.500000 	 11.170817
3.510000 	 11.206456
3.520000 	 11.242172
3.530000 	 11.277966
3.540000 	 11.313836
3.550000 	 11.349784
3.560000 	 11.385807
3.570000 	 11.421906
3.580000 	 11.458079
3.590000 	 11.494327
3.600000 	 11.530649
3.610000 	 11.567044
3.620000 	 11.603512
3.630000 	 11.640053
3.640000 	 11.676665
3.650000 	 11.713348
3.660000 	 11.750102
3.670000 	 11.786926
3.680000 	 11.823820
3.690000 	 11.860783
3.700000 	 11.897815
3.710000 	 11.934915
3.720000 	 11.972082
3.730000 	 12.009317
3.740000 	 12.046617
3.750000 	 12.083984
3.760000 	 12.121417
3.770000 	 12.158914
3.780000 	 12.196476
3.790000 	 12.234102
3.800000 	 12.271791
3.810000 	 12.309543
3.820000 	 12.347357
3.830000 	 12.385233
3.840000 	 12.423171
3.850000 	 12.461169
3.860000 	 12.499227
3.870000 	 12.537345
3.880000 	 12.575523
3.890000 	 12.613759
3.900000 	 12.652053
3.910000 	 12.690404
3.920000 	 12.728813
3.930000 	 12.767279
3.940000 	 12.805800
3.950000 	 12.844377
3.960000 	 12.883009
3.970000 	 12.921696
3.980000 	 12.960436
3.990000 	 12.999230
4.000000 	 13.038077
4.010000 	 13.076976
4.020000 	 13.115927
4.030000 	 13.154930
4.040000 	 13.193983
4.050000 	 13.233086
4.060000 	 13.272239
4.070000 	 13.311442
4.080000 	 13.350693
4.090000 	 13.389993
4.100000 	 13.429340
4.110000 	 13.468734
4.120000 	 13.508175
4.130000 	 13.547662
4.140000 	 13.587194
4.150000 	 13.626772
4.160000 	 13.666394
4.170000 	 13.706060
4.180000 	 13.745769
4.190000 	 13.785522
4.200000 	 13.825317
4.210000 	 13.865154
4.220000 	 13.905032
4.230000 	 13.944951
4.240000 	 13.984911
4.250000 	 14.024910
4.260000 	 14.064948
4.270000 	 14.105026
4.280000 	 14.145141
4.290000 	 14.185295
4.300000 	 14.225485
4.310000 	 14.265712
4.320000 	 14.305975
4.330000 	 14.346274
4.340000 	 14.386608
4.350000 	 14.426977
4.360000 	 14.467379
4.370000 	 14.507816
4.380000 	 14.548285
4.390000 	 14.588786
4.400000 	 14.629320
4.410000 	 14.669885
4.420000 	 14.710481
4.430000 	 14.751107
4.440000 	 14.791763
4.450000 	 14.832449
4.460000 	 14.873163
4.470000 	 14.913906
4.480000 	 14.954676
4.490000 	 14.995474
4.500000 	 15.036298
4.510000 	 15.077149
4.520000 	 15.118025
4.530000 	 15.158926
4.540000 	 15.199852
4.550000 	 15.240802
4.560000 	 15.281776
4.570000 	 15.322772
4.580000 	 15.363792
4.590000 	 15.404833
4.600000 	 15.445895
4.610000 	 15.486979
4.620000 	 15.528083
4.630000 	 15.569207
4.640000 	 15.610350
4.650000 	 15.651513
4.660000 	 15.692693
4.670000 	 15.733891
4.680000 	 15.775107
4.690000 	 15.816339
4.700000 	 15.857588
4.710000 	 15.898852
4.720000 	 15.940132
4.730000 	 15.981426
4.740000 	 16.022735
4.750000 	 16.064056
4.760000 	 16.105392
4.770000 	 16.146739
4.780000 	 16.188099
4.790000 	 16.229470
4.800000 	 16.270852
4.810000 	 16.312245
4.820000 	 16.353648
4.830000 	 16.395060
4.840000 	 16.436481
4.850000 	 16.477910
4.860000 	 16.519347
4.870000 	 16.560792
4.880000 	 16.602243
4.890000 	 16.643701
4.900000 	 16.685164
4.910000 	 16.726633
4.920000 	 16.768106
4.930000 	 16.809584
4.940000 	 16.851065
4.950000 	 16.892549
4.960000 	 16.934036
4.970000 	 16.975525
4.980000 	 17.017016
4.990000 	 17.058508
5.000000 	 17.100000
