-1.0000000000	-1.0000000000	0.0000000000
-0.7778000000	-1.0000000000	0.0002000000
-0.5556000000	-1.0000000000	0.0012000000
-0.3333000000	-1.0000000000	0.0037000000
-0.1111000000	-1.0000000000	0.0064000000
0.1111000000	-1.0000000000	0.0064000000
0.3333000000	-1.0000000000	0.0037000000
0.5556000000	-1.0000000000	0.0012000000
0.7778000000	-1.0000000000	0.0002000000
1.0000000000	-1.0000000000	0.0000000000
-1.0000000000	-0.7778000000	0.0002000000
-0.7778000000	-0.7778000000	0.0021000000
-0.5556000000	-0.7778000000	0.0110000000
-0.3333000000	-0.7778000000	0.0331000000
-0.1111000000	-0.7778000000	0.0573000000
0.1111000000	-0.7778000000	0.0573000000
0.3333000000	-0.7778000000	0.0331000000
0.5556000000	-0.7778000000	0.0110000000
0.7778000000	-0.7778000000	0.0021000000
1.0000000000	-0.7778000000	0.0002000000
-1.0000000000	-0.5556000000	0.0012000000
-0.7778000000	-0.5556000000	0.0110000000
-0.5556000000	-0.5556000000	0.0573000000
-0.3333000000	-0.5556000000	0.1717000000
-0.1111000000	-0.5556000000	0.2972000000
0.1111000000	-0.5556000000	0.2972000000
0.3333000000	-0.5556000000	0.1717000000
0.5556000000	-0.5556000000	0.0573000000
0.7778000000	-0.5556000000	0.0110000000
1.0000000000	-0.5556000000	0.0012000000
-1.0000000000	-0.3333000000	0.0037000000
-0.7778000000	-0.3333000000	0.0331000000
-0.5556000000	-0.3333000000	0.1717000000
-0.3333000000	-0.3333000000	0.5145000000
-0.1111000000	-0.3333000000	0.8907000000
0.1111000000	-0.3333000000	0.8907000000
0.3333000000	-0.3333000000	0.5145000000
0.5556000000	-0.3333000000	0.1717000000
0.7778000000	-0.3333000000	0.0331000000
1.0000000000	-0.3333000000	0.0037000000
-1.0000000000	-0.1111000000	0.0064000000
-0.7778000000	-0.1111000000	0.0573000000
-0.5556000000	-0.1111000000	0.2972000000
-0.3333000000	-0.1111000000	0.8907000000
-0.1111000000	-0.1111000000	1.5417000000
0.1111000000	-0.1111000000	1.5417000000
0.3333000000	-0.1111000000	0.8907000000
0.5556000000	-0.1111000000	0.2972000000
0.7778000000	-0.1111000000	0.0573000000
1.0000000000	-0.1111000000	0.0064000000
-1.0000000000	0.1111000000	0.0064000000
-0.7778000000	0.1111000000	0.0573000000
-0.5556000000	0.1111000000	0.2972000000
-0.3333000000	0.1111000000	0.8907000000
-0.1111000000	0.1111000000	1.5417000000
0.1111000000	0.1111000000	1.5417000000
0.3333000000	0.1111000000	0.8907000000
0.5556000000	0.1111000000	0.2972000000
0.7778000000	0.1111000000	0.0573000000
1.0000000000	0.1111000000	0.0064000000
-1.0000000000	0.3333000000	0.0037000000
-0.7778000000	0.3333000000	0.0331000000
-0.5556000000	0.3333000000	0.1717000000
-0.3333000000	0.3333000000	0.5145000000
-0.1111000000	0.3333000000	0.8907000000
0.1111000000	0.3333000000	0.8907000000
0.3333000000	0.3333000000	0.5145000000
0.5556000000	0.3333000000	0.1717000000
0.7778000000	0.3333000000	0.0331000000
1.0000000000	0.3333000000	0.0037000000
-1.0000000000	0.5556000000	0.0012000000
-0.7778000000	0.5556000000	0.0110000000
-0.5556000000	0.5556000000	0.0573000000
-0.3333000000	0.5556000000	0.1717000000
-0.1111000000	0.5556000000	0.2972000000
0.1111000000	0.5556000000	0.2972000000
0.3333000000	0.5556000000	0.1717000000
0.5556000000	0.5556000000	0.0573000000
0.7778000000	0.5556000000	0.0110000000
1.0000000000	0.5556000000	0.0012000000
-1.0000000000	0.7778000000	0.0002000000
-0.7778000000	0.7778000000	0.0021000000
-0.5556000000	0.7778000000	0.0110000000
-0.3333000000	0.7778000000	0.0331000000
-0.1111000000	0.7778000000	0.0573000000
0.1111000000	0.7778000000	0.0573000000
0.3333000000	0.7778000000	0.0331000000
0.5556000000	0.7778000000	0.0110000000
0.7778000000	0.7778000000	0.0021000000
1.0000000000	0.7778000000	0.0002000000
-1.0000000000	1.0000000000	0.0000000000
-0.7778000000	1.0000000000	0.0002000000
-0.5556000000	1.0000000000	0.0012000000
-0.3333000000	1.0000000000	0.0037000000
-0.1111000000	1.0000000000	0.0064000000
0.1111000000	1.0000000000	0.0064000000
0.3333000000	1.0000000000	0.0037000000
0.5556000000	1.0000000000	0.0012000000
0.7778000000	1.0000000000	0.0002000000
1.0000000000	1.0000000000	0.0000000000
